05661,056610,this flower is red in color, with petals that are ruffled in appearance.
00351,003518,this flower has petals that are white and has yellow stamen
00351,003519,this flower has a wide yellow center and upturned layers of pale pink petals.
00380,003800,this flower is yellow and white in color, with petals that are oval shaped.
00380,003801,the petals on this flower are smooth and white with yellow stamen
00380,003802,this pale yellow flower has long pointed petals and has a thick stem.
00380,003803,this flower has petals that are white with a yellow stigma
00380,003804,this flower has multiple layers of whitish petals that become more orange for each higher layer.
00380,003805,this flower has a yellow center surrounded by upturned layers of pale yellow petals.
00380,003806,this white flower has pointed petals and yellow stamen with yellow anthers.
00380,003807,this flower has alternating layers of white petals surrounding yellow stamen.
00380,003808,this flower has petals that are yellow and has several layers
00380,003809,the flower has yellow stamen with several oval white petals that come to a point.
00427,004270,this flower is pink and yellow oval shaped. in color, with petals that are
00427,004271,this flower has petals that are p[ink with yellow steman
00427,004272,the flower shown has thick pink petals as its main feature.
00427,004273,this flower has long light pink pointed petals overlapping around many yellow staymens.
00427,004274,the flower shown has a prominent pistil as its main feature and pink petals.
00427,004275,this flower has dense yellow stamen surrounded by layers of gently pointed white and pink petals.
00427,004276,a pink flower with three layers of pink petals surrounding yellow stamen.
00427,004277,this flower is pink in color, and has petals that are oval shaped.
00427,004278,this flower has petals that are pink and has yellow stamen
00427,004279,this flower has pink petals as well as a yellow stamen.
00275,002750,this flower has small pink petals and yellow pistil as its main features
00275,002751,this flower is pink and yellow in color, with petals that are pointed at the tips.
00275,002752,this flower has petals that are pink with yellow stamen and many layers
00275,002753,the flower grows on a life and the petals are purple and pink.
00275,002754,a pink and yellow star shaped flower with layered petals and yellow stamen.
00275,002755,this flower has petals of pink and darker pink radiating outwards from a yellow center.
00275,002756,the petals of the flowers are shaped like triangles and are pink in color.
00275,002757,this flower has petals that are pink and has yellow stamen
00275,002758,this flower has a yellow center of layers of pale pink petals.
00275,002759,the pointed petals vary from light pink to bright magenta.
00429,004290,the pedicel of this flower cannot be seen and the petals are pink.
00429,004291,the petals of this flower are pink with a long stigma
00429,004292,this flower is pink and white in color, with petals that are oval shaped.
00429,004293,this flower has petals that are pink with many layers
00429,004294,a pink petal flower with a yellow pollen tube and layered pointed petals.
00429,004295,this flower has petals that are pink and have pointy tips
00429,004296,the pink petals are almond shaped and are turned upwards around yellow stamen.
00429,004297,this flower has different layers of pink petals arranged in a cup-like fashion.
00429,004298,this flower has white and pink petals and floats on water
00429,004299,this flower is pink in color, and has petals that are oval shaped.
00323,003230,the petals on this flower are red with yellow stamen.
00323,003231,the flower shown has dark red petals which are its dominant feature
00323,003232,this flower is pink and yellow in color, with petals that are oval shaped.
00323,003233,this flower has yellow stamen and overlapping petals that are red on the top layer and pink on the bottom layer.
00323,003234,this flower has petals that are pink with yellow stamen
00323,003235,this flower is pink in color, and has petals that are oval shaped.
00323,003236,this flower has purple petals as well as a yellow stamen.
00323,003237,the stamens of the flower are a bright yellow color, and the petals are light pink and white throughout.
00323,003238,this flower has petals that are red and has yellow stamen
00323,003239,this pink and purple flower has many densely layered petals with yellow stamen.
00324,003240,this medium-sized flower floats on top of water and has long, pinkish-white petals.
00324,003241,the flower is pink with petals that are soft, smooth and separately arranged in different layers and also the central region has closed and densely packed layers and outer region has loosely packed layers
00324,003242,this flower is white and pink in color, with petals that are oval shaped.
00324,003243,this flower has petals that are white with shades of pink and folded together
00324,003244,this pink and white flower has long pink and oval shaped white petals.
00324,003245,the petals of the flower are pink in color and have a pointed shape.
00324,003246,this flower has layers of upturned white petals with pink tapered ends.
00324,003247,this flower has different layers of pink and white oblong petals.
00324,003248,this flower has petals that are pink and has several layers
00324,003249,this flower have some petals that are white and some petals that are pink and some petals with both pink and white.
00358,003580,this gorgeous pink flower varies with several shades of pink, from hot pink leading out to a very pale pink.
00358,003581,petals are rounded in shape and pink inc olor with yellow stamen
00358,003582,this flower has petals that are pink with layers and yellow stamen
00358,003583,this flower is pink and white in color, with petals that are oval shaped.
00358,003584,the flower is dark pink with petals that are soft, smooth and separately arranged around stamens forming bowl shaped inner layers that are dense and further surrounded by two different layers that are gradually loosely packed
00358,003585,the petals of the flower are bright pink in color and have green leaves.
00358,003586,this flower has petals that are red and has yellow stamen
00358,003587,a flower with long and narrow petals that are purple.
00358,003588,this flower is pink and white in color, and has petals that are oval shaped.
00358,003589,this flower has purple petals near the top and white petals near the bottom, the anther stick out and are a yellow color.
00389,003890,this flower is yellow in color, with petals that are oval shaped.
00389,003891,this flower has large white petals and a lot of yellow stamen in the middle
00389,003892,the petals are white with faint yellow edges, reaching vertically around a yellow stamen and black style.
00389,003893,this flower has petals that are yellow with many layers and yellow stamen
00389,003894,this flower has white pointy petals and yellow pistil as its main features
00389,003895,this flower has layers of light yellow pointed petals that are upturned slightly and stacked upon each other.
00389,003896,this flower has petals that are yellow and has several layers
00389,003897,this flower has layers of pale yellow upturned petals with pointed tips.
00389,003898,this flower has large white petals and long yellow stamens.
00389,003899,this flower is yellow in color, and has petals that are oval shaped.
00311,003110,this flower has long white petals and long white stamen on it
00311,003111,this flower is yellow in color, with petals that are oval shaped.
00311,003112,the petals are pale yellow with a hint of green and end in points; the stigma are a deeper shade of yellow.
00311,003113,the petals of this flower are yellow with a long stigma
00311,003114,the flower has yellow petals with yellow stamen in the center
00311,003115,this flower has layers of yellow petals that are in a cup-like formation.
00311,003116,this flower has petals that are yellow and has yellow stamen
00311,003117,yellow golden stamens thin and straight inside pointed faded yellow petals.
00311,003118,this flower is light yellow in color, and has petals that are curved upward.
00311,003119,the petals on this flower are whitish yellow and the pedicel is green
00298,002980,the flower has purple petals surrounding the yellow anther and filament
00298,002981,this flower is pink and yellow in color, and has petals that are pointed on the ends.
00298,002982,this flower has pale purple petals that resemble triangles and a yellow pistil.
00298,002983,this flower has bright yellow stamen surrounded by several layers of upturned pink petals.
00298,002984,a flower with purple petals and with orange anther filaments and pistils.
00298,002985,this flower is pink in color, and has petals that are oval shaped.
00298,002986,this flower has petals that are pink and has yellow stamen
00298,002987,this flower has overlapping layers of pointed-tipped white petals with pink tips.
00298,002988,this flower has many pointed pink petals as well as bright yellow stamen.
00298,002989,the petals on this flower are mostly purple and white in color and the inner stamen is the color yellow.
00316,003160,white petals,many larger stamen with anthers
00316,003161,the petals on this flower are white with yellow stamen.
00316,003162,this flower has petals that are white with yellow stamen
00316,003163,the flower shown has white petals and a yellow center.
00316,003164,this flower is white and yellow in color, with petals that are oval shaped.
00316,003165,this flower is white and yellow in color, and has petals that are oval shaped.
00316,003166,this flower has a wide yellow center and upturned layers of pale pink petals.
00316,003167,this flower has smooth white and light pink petals arranged in layers and stacked in a cup-like formation.
00316,003168,this flower has petals that are white and has yellow stamen
00316,003169,this flower has white and light pink petals with yellow stamen.
00412,004120,this flower is pink and yellow in color, with petals that are curled inward.
00412,004121,the yellow and curves anthers are in the center of pink flower.
00412,004122,the flower is pink and has petals that are soft, smooth and arranged separately around the bunch of stamen in bowl like shape in many layers
00412,004123,this flower has bright and dark pink pedals with orange stamen.
00412,004124,this flower has pink petals that overlap in rows and many yellow stamen.
00412,004125,a couple of pink and white flowers with a golden stigma.
00412,004126,the petals on this flower are light pink and the pistils are golden yellow
00412,004127,this flower has petals that are pink and has yellow stamen
00412,004128,this flower is pink in color, and has petals that are curved upward.
00412,004129,this flower has pink petal and fuzzy mustard yellow stamen in a bowl shape.
00364,003640,the lowest layer of curved, pointed white petals is green on the bottom, while the uppermost layer, the smallest, surrounds several pale yellow pistils.
00364,003641,this white flower has opening petals, with a visible cluster of bright yellow stamen, while the receptacle, sepal and pedicel are hidden beneath the water.
00364,003642,this flower is white and yellow in color, and has petals that are curved upward.
00364,003643,this flower has petals that are white and overlapping with yellow anthers.
00364,003644,this flower has many large white petals and yellow stamen in the center.
00364,003645,this flower has petals that are white and has yellow stamen
00364,003646,this flower has layers of white, oblong petals surrounding yellow stamen.
00364,003647,a flower with white petals and the stigma and stamen are yellow, the leaves are big
00364,003648,this flower has many white petals in a cup-shaped formation with yellow stamen.
00364,003649,this bold white flower has two dozen petals that are white and an inner yellow stamen.
00318,003180,the flower has pink and white petals along with yellow anther and filament
00318,003181,the two flowers have pink and white petals with red stamen.
00318,003182,this flower is pink and white in color, and has petals that are pointed.
00318,003183,a layer of white petals lies flat underneath two upper layers of smaller, pink petals, which surround curving yellow stamens.
00318,003184,the petals on this flower vary from pink to white in color.
00318,003185,this flower has ascending layers of pink and white petals with slightly pointed tips and a grouping of bright yellow stamen.
00318,003186,this flower has petals that are pink and has yellow stamen
00318,003187,this flower is pink and white in color, and has petals that are oval shaped.
00318,003188,this flower long white and pink petals with long yellow stamens.
00318,003189,this pink and white flower has pointed petals and yellow stamen.
00291,002910,this flower features thick yellow stamens surrounded by four layers of pinkish white petals.
00291,002911,the flower has petals that are pointed and pale pink with golden stamen.
00291,002912,this flower has petals that are pink with many layers
00291,002913,this flower has pointy pink oval petals that point upwards with short fat yellow stamen coming out of the ovule.
00291,002914,this flower is pink and yellow in color, with petals that are pointed at the tips.
00291,002915,this flower has beautiful pink petals and the pistils are bright yellow
00291,002916,there are several layers of light pink pointed petals surrounding vibrant yellow stamen.
00291,002917,this flower has multiple rows of elongated pointy petals that are pink on the inside white on the outside.
00291,002918,this flower has multiple layers of light pink petals with pointed edges.
00291,002919,this flower has petals that are pink and has yellow stamen
07722,077220,this flower has a rounded red petal with a lot of yellow anthers
07722,077221,this flower has reddish petals that have noticeable veining and overlap.
07722,077222,the flower is bowl shaped and has red petals that are separated and surrounding the stamen
07722,077223,the flower has red petals surrounding the yellow anther and filament
07722,077224,this flower is red in color, with petals that have veins.
07722,077225,this flower has red petals with a fair amount of yellow stamen with small anther.
07722,077226,five tightly shaped closed in red oval shaped petals with yellow stamens.
07722,077227,a red flower with many stamen at it's center pedicel.
07722,077228,this flower has petals that are red and has yellow stamen
07722,077229,this flower has dense yellow stamen inside of a cupped arrangement of red petals.
07725,077250,the flower has peach colored petals with dark veins on the petals.
07725,077251,light red petals with orange and green middle dark greens stem and dark green leaves
07725,077252,this flower is orange in color, with petals that have veins.
07725,077253,this flower has petals that are orange with green stamen
07725,077254,this flower droops down and has very large pale pink petals and a large pistol.
07725,077255,this flower has very big off brown petals and a huge green pedicel
07725,077256,this flower has a thick stamen and wide, deeply veined orange petals.
07725,077257,this pale pink flower has a unique stigma and thick, green pedicel.
07725,077258,there are many gold stamen surrounded by large pink petals with a red vein design.
07725,077259,this flower has petals that are red and has yellow style
07750,077500,a long green pedicel comes out from a group of round yellow petals.
07750,077501,this flower is yellow in color with very small yellow stamen.
07750,077502,completely yellow flower that has only several petals and is connected to a skinny stem
07750,077503,this delicate yellow flower has thin petals and bright yellow stamen.
07750,077504,this flower has wide, bright yellow petals surrounding an even brighter yellow cluster of stamen.
07750,077505,this bright yellow flower has 4 petals, and hangs from a green stem on a green branch.
07750,077506,this flower has large yellow petals and a tight grouping of yellow stamen.
07750,077507,this flower has large wide pale yellow petals with deep veins.
07750,077508,this flower has petals that are yellow and are hanging downward
07750,077509,this flower is yellow in color, and has petals that are wavy and thin.
07719,077190,this flower has petals that are orange with a big stigma
07719,077191,this translucent peach-colored flower has orange stamen and red pistil.
07719,077192,this flower is orange in color, with petals that have veins.
07719,077193,this flower has purple pistil and orange petals as its main features
07719,077194,the petals of this flower are orange with a long stigma
07719,077195,this flower has pale yellow veined petals and an orange pistil.
07719,077196,this flower has layers of veined, thin yellow petals surrounding a thick yellow stamen.
07719,077197,light yellow flower with small anther filament grows on a vine.
07719,077198,this flower has petals that are yellow and has orange stamen
07719,077199,this flower has broad yellow-orange petals, orange stamen and red anther filaments and also has broad green leaves.
07690,076900,this flower has pink petals and a green pollen tube along with orange stigma.
07690,076901,this flower has a very prominent stamen cluster surrounded by pink large petals.
07690,076902,the flower has white petals with a yellow stigma and green pedicel.
07690,076903,this flower has petals that are pink with big stigma
07690,076904,this flower is pink in color, with petals that are ruffled.
07690,076905,a flower with white petals and a yellow stigma.
07690,076906,this flower has five overlapping pale pink petals surrounding a protruding yellow stamen.
07690,076907,this flower is pink, green, and yellow in color, and has petals that are ruffled.
07690,076908,this flower has petals that are pink and has a big style
07690,076909,the petals of the flower are pink in color and have thick stamen in the center.
07697,076970,this flower has orange petals and pistil as its main features
07697,076971,sepals are green,petals are roubnded anad a prominent orange pistill
07697,076972,this flower is orange in color, with petals that have veins.
07697,076973,flower with veined yellow and red petals, surrounding a tall dense yellow pistil.
07697,076974,this flower has large orange petals and long orange stamen with orange anthers
07697,076975,this flower has petals that are yellow with orange lines
07697,076976,this flower is orange in color, and has petals that have veins.
07697,076977,this flower has burnt orange petals layered together and hanging from a green pedicel.
07697,076978,this yellow, orange, and red flower has rounded petals, a green pedicel and yellow, red and white stamen.
07697,076979,this flower has shallow green sepals with a bell-like configuration of orange petals.
07710,077100,the flower shown has orange and purple petals with purple pistil in the center
07710,077101,this flower is orange in color, with petals that have dark veins.
07710,077102,this flower has orange overlapping pedals with red veins and pink anthers.
07710,077103,the petals have red veins through each petal with a light red covering the petal.
07710,077104,this flower has petals that are orange with red lines
07710,077105,this flower is orange in color, and has petals that are drooping downward.
07710,077106,small red colour bell shaped flower which has soft petals surrounding bunch of stamen
07710,077107,this flower has petals that are orange and has red lines
07710,077108,a flower with long and wide petal that is orange.
07710,077109,this flower has wide and smooth orange petals with deep red veins.
06732,067320,this strange looking flower has polka dots on its petals with long stems in the middle
06732,067321,the flower petals are long pale lavender with deep purple spots and a lavender and white stamen.
06732,067322,this flower is white and purple in color, with petals that are spotted.
06732,067323,small flower white pointy petals which are white in color having purple spots and similar colored style
06732,067324,this is a white flower with purple spots and a purple stigma.
06732,067325,this flower has sparse white petals with purple spots and pointed edges.
06732,067326,this flower has white and purple spotted pedals with the same colored stamen.
06732,067327,this flower has six very white petals with purple spots and pointed tips.
06732,067328,this flower has petals that are white and has purple spots
06732,067329,a small flower, with long thin pedals, light blue in color, with small darker blue spots.
06709,067090,this flower has mottled pink and brown petals, and fuzzy green pedicels.
06709,067091,the petals of the flower are black speckled and form a star shape.
06709,067092,a flower that is purple in color with a lot of polka dots
06709,067093,this water flower has white petals with black spots, there are some small pale violet petals scattered around. the anthers are orange?
06709,067094,the petals on the strange looking flower was tan and spotted with dots.
06709,067095,the petals of the flower are pink in color and have speckles that are black in color.
06709,067096,this flower has white petals with maroon colored spots all over them, spotted filaments, and orange anthers.
06709,067097,this particular flower has petals that are white with dark purple dots
06709,067098,this flower has petals that are white and has black dots
06709,067099,this flower has white petals with purple spots and a very unique orange pistil.
06707,067070,this flower has long white petals with some purple spots on them
06707,067071,this flower is white and purple in color, with petals that are spotted.
06707,067072,the flower petals are white in color and spotted with purple color
06707,067073,the flower has petals that are white with purple spots and spotten stigma.
06707,067074,this polka dotted purple flower has a long anther.
06707,067075,the flower on this particular picture has petals as well as a stamen. the petals are white colored with purple spots.
06707,067076,this unique and exotic flower is white with purple dots all over the petals.
06707,067077,the petals of the flower purple in color and have leaves that are green in color.
06707,067078,this flower has petals that are pink and has purple dots
06707,067079,this flower is purple and white in color, and has petals that have spots on them.
06700,067000,this flower is white and purple in color, with petals that are spotted.
06700,067001,this flower has petals that are white with purple edges and dots
06700,067002,the flower has a star shaped arrangement of petals that are white with purple spots and purple hair-like stamen.
06700,067003,the flower has thin white petals with purple tips at the end.
06700,067004,the petals on this flower are purple with white and purple dots.
06700,067005,this flower has sparsely positioned white petals with purple tips and spots.
06700,067006,the petals of this flower are purple and white and the pedicel is green
06700,067007,this flower has petals that are white and has purple tips and dots
06700,067008,this flower is white and purple in color, and has petals that are oval shaped and spotted.
06700,067009,the flower has thin, long petals that are white and purple with spots of darker purple and unique ovule.
06711,067110,the sepal are green and spiky,petals are white and purple spotted
06711,067111,this flower has thin spotted purple and white petals as its main feature.
06711,067112,this flower is white and purple in color, with petals that are spotted.
06711,067113,this flower has six long, flat petals that are white with large purple dotted leaves and a yellow line around the inner part of the flower.
06711,067114,the flower shown has white and purple petals with purple mossy pedicel
06711,067115,this flower is white and purple in color, and has petals that are oval shaped and spotted.
06711,067116,this flower has petals that are white and has purple dots
06711,067117,this purple and white spotted flower has pointed petals and a white and purple spotted pistil.
06711,067118,this flower has a star configuration of white petals with purple spots.
06711,067119,this flower has six long white curling petals with purple spots.
02226,022260,a flower with dense round petals surrounding yellowish stamen that are clustered in the centre
02226,022261,this flower has a long and thin light pink petal, and a tan colored anther filament
02226,022262,this flower is light pink in color, and has petals that are long and skinny.
02226,022263,the flower shown has peach petals surrounding peach and red anther
02226,022264,a peach colored flower with light brown anther filaments and pistils.
02226,022265,the petals of this flower are peach and the pistils are short and golden yellow
02226,022266,this pink flower has pointed petals and yellow and orange stamen.
02226,022267,this flower is light pink in color, and has petals that are layered.
02226,022268,this flower has peach petals with a brown stamen in the center of it.
02226,022269,this flower has petals that are pink and has yellow stamen
02302,023020,this flower is pink in color, with petals that are layered.
02302,023021,a pink flower with layered narrow petals and tiny stamen sitting on green sepal.
02302,023022,the beautiful pink flower has petals that are soft, smooth and separately arranged in different layers forming a disc around stamens
02302,023023,the petals on this flower are a hot pink with red pistil in the middle
02302,023024,this flower has many petals that are pink with pink stamen.
02302,023025,this flower has a couple of layers of thin bright pink oblong petals.
02302,023026,a broad pink flower with many tiny pink petals.
02302,023027,this flower has petals that are pink and are very thin
02302,023028,this is a pink flower with thin petals and a dark pink pistil.
02302,023029,this round pink flower has many thin layered petals around its dark pink pistil.
02305,023050,this pink flower seems a bit flattish with many pink petals surrounding may yellow stamen.
02305,023051,a flower with long thin pink petals with white edges with a bunch of yellow stamens in the middle.
02305,023052,a flow with pink petals yellow stamen and green pedicel.
02305,023053,the pretty flower has bright pink petals with white on their edges.
02305,023054,this flower with thin pointed petals has white edges and a yellow center.
02305,023055,this flower is pink in color, and has petals that are oval shaped and pointed on the tips.
02305,023056,this flower has petals that are pink and has yellow stamen
02305,023057,a flower with long and narrow petals that are pink with white edging.
02305,023058,a large flower with many layered pink petals and a cluster of short yellow stamen at it's center.
02305,023059,the flower has long thin oval petals that are pink and white.
02221,022210,this flower is pink and white in color, with petals that are oval shaped.
02221,022211,the flower has many small pink petals with yellow anther in the middle
02221,022212,the flower has a lot of pink slender petals with the inner part of the flower mostly yellow and brown in color.
02221,022213,this flower has a wide green center with yellow stamen surrounded by layers of pink petals.
02221,022214,this flower has petals that are pink with yellow stemans
02221,022215,this flower has petals that are pink and has yellow stamen
02221,022216,a flower with a large row of pink petals that surround a light green ovule.
02221,022217,this particular flower has petals that are pink and a yellow center
02221,022218,this flower is pink in color, and has petals that are oval shaped.
02221,022219,this flower has a couple of layers of oblong pink petals in a ray formation.
02195,021950,this daisy like flower has overlapping petals that are a golden yellow and an inner pistil that is brown and dark yello.
02195,021951,this flower has a multitude of yellow petals and a great amount of filament.
02195,021952,this large flower has long yellow petals and a thick black center.
02195,021953,a bright golden-yellow petaled flower with layered circular patterned petals.
02195,021954,this flower is yellow and brown in color, and has petals that are skinny and pointed on the ends.
02195,021955,this flower has yellow petals as well as a yellow stamen.
02195,021956,this flower has petals that are yellow and has black stamen
02195,021957,this flower has a couple of layers of bright yellow oblong petals.
02195,021958,this flower is yellow in color, and has petals that are oval shaped and layered.
02195,021959,this flower has three layers of elongated yellow petals that surround the darker stamen and pistil.
02253,022530,this is a large pale pink flower with a dark brown center.
02253,022531,this flower has a wide pink and brown center surrounded by layers of long white petals.
02253,022532,the flower shown has small white petals which are its main feature
02253,022533,the flower has many oval shaped petals that rae light pink in color with lager anthers that are maroon in color
02253,022534,this flower is pink and red in color, with petals that are skinny oval shaped.
02253,022535,this flower has petals that are white and has red stamen
02253,022536,the flower has multiple rows of pink or yellow pedals surrounding a bright ping stamen.
02253,022537,this flower has a few rows of light pink oblong petals.
02253,022538,these flowers have many white petals with brown stamen in the center of them.
02253,022539,this flower has a dark center and contains many petals that have a rounded edge and can vary in pale color between flowers.
02282,022820,the flower shown has very small orange petals and purple pistil
02282,022821,this flower has many layered orange petals with a black stigma and orange stamen.
02282,022822,this flower is orange in color, with petals that are layered.
02282,022823,the petals on this flower are orange with dark stamen.
02282,022824,this flower has petals that are orange with red stamen
02282,022825,this flower has a dense amount of thin orange petals and a dark pistil.
02282,022826,this flower is orange in color, and has petals that are layered.
02282,022827,this flower has petals that are orange and has red and black stamen
02282,022828,orange flower with petals that are shaped like blades and a red middle with hints of yellow.
02282,022829,this flower has orange petals as well as a red stamen.
02228,022280,this flower is pink and white in color, with petals that are multi olored.
02228,022281,this flower has petals that are pink with pink stamenm
02228,022282,this flower has many pink petals and lots of anthers.
02228,022283,these flower have three rows of petals, they begin dark pink at the tips of the petals and get lighter near the many dark stamen in the middle.
02228,022284,a flower with pink and white individual petals and a large central cluster of crimson stamen.
02228,022285,this flower has petals that are pink and has red stamen
02228,022286,this flower is pink and white in color, with oval shaped petals.
02228,022287,this flower has layers of long pink petals whose edges are rounded.
02228,022288,this flowers has broad pink leaves with a dark pink anther and filament
02228,022289,this flower has purple petals as well as a purple stamen.
02192,021920,the stamen are clustered in the center and the long yellow petals surround it in several layers.
02192,021921,this flower has approximately three layers of yellow elongated pointed petals that radiate from a central round yellow disc.
02192,021922,this flower has petals that are yellow with many layers
02192,021923,an orange flower with long narrow petals and a yellow stigma.
02192,021924,this flower is yellow in color, with petals that are skinny and oval shaped.
02192,021925,several rows of golden, narrow, ridged, oblong petals radiate from a center ring of dense, tiny anthers.
02192,021926,this flower is entirely golden yellow and has long, thin petals all around.
02192,021927,this flower is yellow in color, and has petals that are layered.
02192,021928,this flower has layers of long yellow petals with tapered tips.
02192,021929,this flower has petals that are yellow and has yellow stamen
02254,022540,this flower has a long pink petal, and a lot of yellow colored stamen in the center
